State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Telangana ,MAHBUBNAGAR,2009,Rabi       ,Safflower,595,366
Telangana ,MAHBUBNAGAR,2009,Rabi       ,Sesamum,21,7
Telangana ,MAHBUBNAGAR,2009,Rabi       ,Urad,50,35
Telangana ,MAHBUBNAGAR,2009,Rabi       ,Wheat,67,73
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Coconut ,2,22344
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Coriander,264,251
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Sugarcane,130,11440
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Sunflower,24340,16387
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Tobacco,5389,10245
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Turmeric,27,150
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Arhar/Tur,124059,50492
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Bajra,3885,2863
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Castor seed,83957,46513
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Cotton(lint),160252,313905
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Dry chillies,6993,29329
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Groundnut,18255,16831
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Horse-gram,1210,557
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Jowar,36978,32282
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Maize,84726,266124
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Moong(Green Gram),21118,4435
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Onion,2189,39201
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Ragi,1543,1683
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Rice,130411,360230
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Sesamum,724,130
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Small millets,448,187
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Soyabean,12,20
Telangana ,MAHBUBNAGAR,2010,Kharif     ,Urad,2205,1365
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Arhar/Tur,208,85
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Bajra,14,10
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Dry chillies,261,780
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Gram,28015,41994
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Groundnut,95131,211762
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Horse-gram,409,165
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Jowar,8515,7025
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Maize,3535,18718
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Onion,1236,23702
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Ragi,274,404
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Rice,66287,185537
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Safflower,894,606
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Urad,128,95
Telangana ,MAHBUBNAGAR,2010,Rabi       ,Wheat,32,42
Telangana ,MAHBUBNAGAR,2010,Whole Year ,Coriander,25,17
Telangana ,MAHBUBNAGAR,2010,Whole Year ,Sugarcane,1945,161472
Telangana ,MAHBUBNAGAR,2010,Whole Year ,Sunflower,10833,7739
Telangana ,MAHBUBNAGAR,2010,Whole Year ,Tobacco,2597,6229
Telangana ,MAHBUBNAGAR,2010,Whole Year ,Turmeric,36,242
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Arhar/Tur,121184,20844
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Bajra,2322,1275
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Castor seed,77338,32327
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Cotton(lint),185291,219079
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Cowpea(Lobia),200,18
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Dry chillies,9986,17745
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Groundnut,14257,14499
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Horse-gram,831,53
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Jowar,26688,22284
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Maize,141454,191812
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Moong(Green Gram),16862,5666
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Onion,4191,47098
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Ragi,1219,1269
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Rice,120826,266609
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Sesamum,589,175
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Small millets,186,123
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Soyabean,2,3
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Urad,1481,1038
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Bajra,20,11
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Cowpea(Lobia),41,33
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Dry chillies,115,374
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Gram,26055,3726
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Groundnut,91522,140120
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Horse-gram,480,73
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Jowar,12692,6409
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Maize,4976,23935
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Onion,1750,47784
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Ragi,212,375
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Rice,51242,129950
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Safflower,823,613
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Urad,169,70
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Wheat,14,20
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Coconut ,4,58424
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Potato,8,80
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Sugarcane,2685,220375
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Sunflower,6111,2494
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Tobacco,1828,2734
Telangana ,MAHBUBNAGAR,2011,Whole Year ,Turmeric,44,241
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Arhar/Tur,116002,54637
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Bajra,3137,2902
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Castor seed,71737,52727
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Cotton(lint),230606,477929
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Cowpea(Lobia),474,228
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Dry chillies,8995,29027
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Groundnut,11039,15168
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Horse-gram,476,296
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Jowar,6829,5709
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Maize,161171,762178
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Moong(Green Gram),11247,5747
